10	1	14.935	5.3071
10	2	15.182	5.825
20	1	14.495	5.3293
20	2	14.829	5.8164
30	1	14.054	5.3515
30	2	14.476	5.808
40	1	13.614	5.3737
40	2	14.122	5.7994
50	1	13.173	5.3937
50	2	13.688	5.8717
60	1	12.726	5.3937
60	2	13.255	5.9441
70	1	12.28	5.3937
70	2	12.821	6.0164
80	1	11.834	5.3937
80	2	12.358	6.0629
80	3	4.0382	0.12888
90	1	11.388	5.3937
90	2	11.883	6.0982
90	3	4.4309	0.94032
100	1	10.956	5.3978
100	2	11.407	6.1336
100	3	4.8462	1.6074
110	1	10.654	5.4393
110	2	10.934	6.1235
110	3	5.2764	2.178
120	1	10.352	5.4808
120	2	10.46	6.1137
120	3	5.7366	2.731
130	1	10.001	5.4978
130	2	9.9948	6.1149
130	3	6.2679	3.2424
140	1	9.6374	5.5087
140	2	9.5349	6.1238
140	3	6.793	3.7152
150	1	9.1935	5.4999
150	2	9.075	6.1326
150	3	7.2941	4.0334
160	1	8.696	5.4784
160	2	8.5821	6.139
160	3	7.8127	4.3436
170	1	8.1987	5.4567
170	2	8.0856	6.1453
170	3	8.4893	4.5823
180	1	7.7007	5.4271
180	2	7.5892	6.1512
180	3	9.1533	4.8355
190	1	7.2015	5.3794
190	2	7.0927	6.1574
190	3	9.8123	5.0949
200	1	6.7025	5.3317
200	2	6.6065	6.1233
200	3	10.466	5.3097
210	1	6.2032	5.2839
210	2	6.1205	6.0892
210	3	11.112	5.4579
210	5	7.2911	0.19403
210	6	6.6928	0.095464
220	1	5.7154	5.3009
220	2	5.6344	6.055
220	3	11.758	5.6061
220	4	-0.027571	6.8276
220	5	6.9618	0.94104
220	6	6.3285	0.82051
230	1	5.2301	5.334
230	2	5.1484	6.0211
230	3	12.396	5.8352
230	4	0.531	6.8183
230	5	6.6324	1.6883
230	6	5.9642	1.5458
240	1	4.7447	5.3672
240	2	4.6839	6.0028
240	3	13.028	6.1455
240	4	1.0896	6.8092
240	5	6.2445	2.4353
240	6	5.591	2.2303
250	1	4.2625	5.3868
250	2	4.2247	5.9882
250	3	13.607	6.476
250	4	1.6557	6.7906
250	5	5.8419	3.1825
250	6	5.204	2.8539
260	1	3.7922	5.3517
260	2	3.7654	5.9737
260	3	14.133	6.8271
260	4	2.252	6.735
260	5	5.462	3.8465
260	6	4.8169	3.4775
270	1	3.3216	5.3164
270	2	3.3283	5.9892
270	3	14.659	7.1779
270	4	2.8482	6.6794
270	5	5.1053	4.4276
270	6	4.4265	4.0701
280	1	2.8512	5.2813
280	2	2.913	6.0343
280	3	15.185	7.529
280	4	3.4487	6.6149
280	5	4.7279	4.983
280	6	4.0281	4.5899
290	1	2.4016	5.2904
290	2	2.4978	6.0794
290	4	4.0656	6.5161
290	5	4.2695	5.4345
290	6	3.6297	5.1099
300	1	1.9573	5.3102
300	2	2.0826	6.1245
300	4	4.6824	6.4176
300	5	3.8109	5.8863
300	6	3.2045	5.5863
310	1	1.513	5.33
310	2	1.6557	6.1686
310	4	5.2972	6.3281
310	5	3.3725	6.3426
310	6	2.7525	6.0195
320	1	1.0748	5.3698
320	2	1.2264	6.2126
320	4	5.9071	6.2608
320	5	2.9638	6.8061
320	6	2.3004	6.4526
330	1	0.66149	5.4892
330	2	0.79682	6.2562
330	4	6.5168	6.1935
330	5	2.5553	7.2693
330	6	1.8847	6.9145
330	7	0.0018942	7.6913
340	1	0.24814	5.6085
340	2	0.36726	6.3001
340	4	7.1268	6.1262
340	5	2.1467	7.7326
340	6	1.4783	7.3837
340	7	0.30812	7.4202
350	1	-0.16543	5.7278
350	2	-0.062298	6.3441
350	4	7.7451	6.0643
350	5	1.7258	8.0953
350	6	1.0719	7.8526
350	7	0.61414	7.1491
360	4	8.3765	6.0106
360	5	1.3049	8.4581
360	6	0.72337	8.2667
360	7	0.96204	6.9228
370	4	9.0079	5.9569
370	5	0.97424	8.8271
370	6	0.38136	8.6743
370	7	1.3379	6.7269
380	4	9.6393	5.9033
380	5	0.73368	9.202
380	6	0.16016	9.07
380	7	1.7138	6.5307
380	8	-0.0039988	5.1252
390	4	10.271	5.8863
390	5	0.49312	9.5772
390	6	0.059562	9.454
390	7	2.1156	6.4164
390	8	0.43672	5.1551
390	9	0.13133	4.0902
400	4	10.902	5.9243
400	5	0.25256	9.9521
400	6	-0.041251	9.838
400	7	2.5237	6.3223
400	8	0.87743	5.1849
400	9	0.60361	4.1804
400	10	0.06314	8.6872
410	4	11.533	5.9622
410	7	2.9318	6.2283
410	8	1.3179	5.2147
410	9	1.0757	4.2708
410	10	0.2736	8.4486
420	4	12.165	6.0001
420	7	3.3399	6.1775
420	8	1.7568	5.2305
420	9	1.5478	4.361
420	10	0.48407	8.2099
430	4	12.796	6.0381
430	7	3.7475	6.1701
430	8	2.1943	5.2367
430	9	2.015	4.4302
430	10	0.69453	7.9712
430	11	0.12628	5.6386
440	4	13.422	6.0059
440	7	4.1554	6.1627
440	8	2.6319	5.2429
440	9	2.4746	4.468
440	10	1.0368	7.8736
440	11	0.54721	5.6694
450	4	14.048	5.9737
450	7	4.5732	6.1541
450	8	3.0694	5.2493
450	9	2.9343	4.5057
450	10	1.412	7.8113
450	11	0.96814	5.7002
450	12	0.14733	4.3197
450	13	-0.0077872	5.1987
460	4	14.673	5.9414
460	7	5.0141	6.1426
