0	1	13.449	3.9379
0	2	13.343	4.4391
0	3	11.912	4.4391
0	4	11.828	5.1551
0	5	8.7133	4.4152
0	6	8.124	3.4606
0	7	6.314	3.8424
0	8	4.3356	7.3507
10	1	12.935	3.9379
10	2	12.825	4.43
10	3	11.505	4.5135
10	4	11.382	5.2111
10	5	8.3605	4.3637
10	6	8.6108	3.4157
10	7	6.7854	3.6897
10	8	4.5545	7.2744
20	1	12.422	3.9379
20	2	12.307	4.4207
20	3	11.097	4.5882
20	4	10.937	5.2675
20	5	8.008	4.3121
20	6	9.0974	3.3711
20	7	7.2568	3.5369
20	8	4.7733	7.198
20	9	15.242	3.6682
30	1	11.919	3.9577
30	2	11.814	4.4336
30	3	10.689	4.6627
30	4	10.491	5.3235
30	5	7.6552	4.2603
30	6	9.5842	3.3262
30	7	7.7468	3.4174
30	8	4.9554	7.1712
30	9	14.666	3.5331
40	1	11.428	3.9976
40	2	11.36	4.4799
40	3	10.28	4.7095
40	4	10.071	5.346
40	5	7.3006	4.1863
40	6	9.9901	3.3252
40	7	8.2555	3.3312
40	8	5.1008	7.1939
40	9	14.089	3.3983
50	1	10.937	4.0374
50	2	10.905	4.5262
50	3	9.8708	4.7493
50	4	9.6679	5.346
50	5	6.9416	4.0601
50	6	10.376	3.3353
50	7	8.7642	3.2451
50	8	5.2461	7.2166
50	9	13.545	3.3097
60	1	10.467	3.9918
60	2	10.438	4.5264
60	3	9.4617	4.7892
60	4	9.2649	5.346
60	5	6.5825	3.9336
60	6	10.729	3.3995
60	7	9.2727	3.1589
60	8	5.3915	7.2393
60	9	13.048	3.2906
70	1	10.019	3.8608
70	2	9.9449	4.4193
70	3	9.0508	4.8298
70	4	8.8618	5.346
70	5	6.2237	3.8073
70	6	11.033	3.5455
70	7	9.7782	3.0429
70	8	5.5422	7.2593
70	9	12.551	3.2715
80	1	9.5713	3.73
80	2	9.4514	4.3123
80	3	8.6343	4.8746
80	4	8.4588	5.346
80	5	5.8391	3.7303
80	6	11.379	3.7947
80	7	10.283	2.9236
80	8	5.7059	7.2724
80	9	12.099	3.3143
90	1	9.0936	3.5949
90	2	8.9462	4.188
90	3	8.2178	4.9193
90	4	8.0318	5.3963
90	5	5.4519	3.6587
90	6	11.753	4.1128
90	7	10.834	2.8601
90	8	5.8697	7.2858
90	9	11.652	3.3641
100	1	8.5714	3.4534
100	2	8.4241	4.0379
100	3	7.8013	4.9641
100	4	7.6018	5.4522
100	5	5.0646	3.5871
100	6	12.127	4.4312
100	7	11.39	2.8028
100	8	6.0334	7.2989
100	9	11.222	3.3315
110	1	8.049	3.3121
110	2	7.9017	3.8875
110	3	7.3846	5.0088
110	4	7.172	5.508
110	5	4.6774	3.5155
110	6	12.449	4.7792
110	7	11.919	2.7685
110	8	6.1351	7.3328
110	9	10.809	3.2167
120	1	7.5193	3.2362
120	2	7.3835	3.8071
120	3	6.9721	5.0379
120	4	6.742	5.5639
120	5	4.2901	3.4439
120	6	12.765	5.1305
120	7	12.41	2.7685
120	8	6.2102	7.3755
120	9	10.396	3.1016
120	10	0.34474	6.9829
130	1	6.986	3.1885
130	2	6.8668	3.7563
130	3	6.565	5.0431
130	4	6.3209	5.6164
130	5	3.9189	3.3885
130	6	13.08	5.4818
130	7	12.902	2.7685
130	8	6.2853	7.418
130	9	9.875	3.0176
130	10	0.63497	6.8841
140	1	6.4529	3.1408
140	2	6.3504	3.7057
140	3	6.1582	5.0484
140	4	5.9351	5.6562
140	5	3.5495	3.3348
140	6	13.333	5.8751
140	7	13.419	2.8393
140	8	6.2794	7.4684
140	9	9.3278	2.9412
140	10	0.92542	6.7853
150	1	5.9099	3.1097
150	2	5.8421	3.6754
150	3	5.7514	5.0539
150	4	5.5493	5.6961
150	5	3.1801	3.2813
150	6	13.438	6.3655
150	7	13.976	3.0164
