0	1	12.775	7.2791
0	2	12.375	7.9235
0	3	9.3867	7.0643
0	4	7.8924	6.5393
0	5	5.7667	7.1837
0	6	6.5876	6.4199
0	7	7.3242	5.9188
0	8	7.0295	4.5823
0	9	7.0295	5.1789
10	1	12.42	7.1968
10	2	12.219	7.7889
10	3	9.8077	6.8257
10	4	7.3623	6.7691
10	5	5.3025	7.2328
10	6	5.997	6.4507
10	7	7.9364	5.9694
10	8	7.5347	4.5276
10	9	7.4557	5.1789
20	1	12.064	7.1144
20	2	12.062	7.6543
20	3	10.229	6.587
20	4	6.8323	6.9989
20	5	4.8382	7.282
20	6	5.4062	6.4815
20	7	8.5487	6.02
20	8	8.0398	4.4732
20	9	7.8819	5.1789
30	1	11.703	7.0364
30	2	11.906	7.5197
30	3	10.653	6.3569
30	4	6.2832	7.2238
30	5	4.3739	7.3312
30	6	4.8157	6.5123
30	7	9.1609	6.0706
30	8	8.5449	4.4185
30	9	8.3081	5.1789
40	1	11.294	6.9968
40	2	11.728	7.3894
40	3	11.082	6.1352
40	4	5.6893	7.4369
40	5	3.9041	7.2894
40	6	4.264	6.4725
40	7	9.7671	6.1526
40	8	9.0184	4.3973
40	9	8.7343	5.1789
50	1	10.885	6.9569
50	2	11.355	7.2975
50	3	11.51	5.9138
50	4	5.0956	7.65
50	5	3.4306	7.187
50	6	3.7168	6.4247
50	7	10.37	6.2481
50	8	9.4604	4.4092
50	9	9.2066	5.1789
60	1	10.475	6.9171
60	2	10.983	7.2056
60	3	11.979	5.7379
60	4	4.4899	7.84
60	5	2.957	7.0849
60	6	3.1696	6.377
60	7	10.974	6.3436
60	8	9.9024	4.4212
60	9	9.6789	5.1789
70	1	10.06	6.8837
70	2	10.544	7.1646
70	3	12.464	5.5818
70	4	3.8726	8.007
70	5	2.465	6.988
70	6	2.671	6.3052
70	7	11.62	6.4297
70	8	10.344	4.4331
70	9	10.151	5.1789
80	1	9.6393	6.8565
80	2	10.039	7.1741
80	3	12.943	5.4212
80	4	3.2553	8.1741
80	5	1.9683	6.8925
80	6	2.1777	6.2305
80	7	12.284	6.5116
80	8	10.763	4.4391
80	9	10.623	5.1789
